SCTID	FullySpecifiedName	DateOfStatusChange	SubsetStatus	SNOMEDStatus
85316008	Hypertrophied anal papilla (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
111591002	Hypertrophy of adenoids (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
111410004	Hypertrophy of bladder (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
203514008	Hypertrophy of bone (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
66622006	Hypertrophy of both palatine AND pharyngeal tonsils (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
372281005	Hypertrophy of breast (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
428098006	Hypertrophy of clitoral prepuce (disorder)	3/1/2008	ACTIVE	ACTIVE (Current)
80212005	Hypertrophy of clitoris (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
88531004	Hypertrophy of kidney (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
418103007	Hypertrophy of lingual tonsil (disorder)	3/1/2008	ACTIVE	ACTIVE (Current)
17467004	Hypertrophy of nasal turbinates (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
45338009	Hypertrophy of salivary gland (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
6971002	Hypertrophy of tongue papillae (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
46689006	Hypertrophy of tonsils (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
198316006	Hypertrophy of uterus (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
16924008	Hypertrophy of vulva (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
40608009	Hypertropia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
56595005	Hypertyrosinemia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
4887000	Hypertyrosinemia, Richner-Hanhart type (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
35885006	Hyperuricemia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
68978004	Hyperventilation (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
64559002	Hypervitaminosis A (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
27712000	Hypervitaminosis D (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
21639008	Hypervolemia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
397974008	Hypesthesia (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
75229002	Hyphema (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
361149008	Hypnotic intoxication (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
231461004	Hypnotic or anxiolytic abuse (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
268640002	Hypnotic or anxiolytic dependence (disorder)	9/1/2006	ACTIVE	ACTIVE (Current)
191827006	Hypnotic or anxiolytic dependence in remission (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
191825003	Hypnotic or anxiolytic dependence, continuous (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
191826002	Hypnotic or anxiolytic dependence, episodic (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
119247004	Hypoalbuminemia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
190785000	Hypoalphalipoproteinemia (disorder)	5/6/2006	ACTIVE	ACTIVE (Current)
5291005	Hypocalcemia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
77604004	Hypocalcemia AND/OR hypomagnesemia of newborn (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
18193002	Hypochondriasis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
205468002	Hypochondroplasia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
119250001	Hypogammaglobulinemia (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
302866003	Hypoglycemia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
28531007	Hypoglycemia following gastrointestinal surgery (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
267384006	Hypoglycemic coma (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
64624009	Hypoglycemic encephalopathy (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
237632004	Hypoglycemic event in diabetes (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
237633009	Hypoglycemic state in diabetes (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
48130008	Hypogonadism (disorder)	7/3/2006	ACTIVE	ACTIVE (Current)
93559003	Hypogonadism with anosmia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
33927004	Hypogonadotropic hypogonadism (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
43339004	Hypokalemia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
190855004	Hypomagnesemia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
191753006	Hypomanic personality disorder (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
10314002	Hyponasality syndrome (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
89627008	Hyponatremia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
36976004	Hypoparathyroidism (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
190860000	Hypophosphatasia rickets (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
4996001	Hypophosphatemia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
237705001	Hypophysitis (disorder)	7/3/2006	ACTIVE	ACTIVE (Current)
68210006	Hypopigmentation of eyelid (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
74728003	Hypopituitarism (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
268184003	Hypoplasia of aorta (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
12064008	Hypoplasia of endometrium (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
95499004	Hypoplasia of the optic nerve (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
367524008	Hypoplasia of thyroid (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
62067003	Hypoplastic left heart syndrome (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
87807004	Hypopyon (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
6395007	Hypopyon ulcer (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
277547006	Hyposmolality (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
416010008	Hypospadias (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
72127003	Hypostasis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
67763001	Hypotensive episode (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
58077008	Hypotensive syncope (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
111568001	Hypothalamic syndrome (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
269287005	Hypothermia due to anesthetic (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
83966006	Hypothermia due to cold environment (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
13629008	Hypothermia of newborn (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
40930008	Hypothyroidism (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
40539002	Hypothyroidism following radioiodine therapy (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
197871001	Hypotonic bladder (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
192958009	Hypotonic cerebral palsy (disorder)	9/1/2006	ACTIVE	ACTIVE (Current)
387692004	Hypotonic uterine inertia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
19721008	Hypotony of eye (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
6777006	Hypotony of eye associated with another ocular disorder (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
53602002	Hypotrichosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
70738004	Hypotrichosis of eyelid (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
29491004	Hypotropia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
31515003	Hypoventilation (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
28560003	Hypovolemia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
39419009	Hypovolemic shock (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
389087006	Hypoxemia (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
389086002	Hypoxia (disorder)	5/6/2006	ACTIVE	ACTIVE (Current)
106012007	Hypoxia, asphyxia AND/OR other respiratory condition of fetus AND/OR newborn (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
67132008	Hypoxic nephrosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
88902008	Hysterical blindness (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
271707009	Hysterical gait (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
408670001	Iatrogenic carnitine deficiency (disorder)	7/3/2006	ACTIVE	ACTIVE (Current)
429724002	Iatrogenic complication of vascular surgery (disorder)	3/1/2008	ACTIVE	ACTIVE (Current)
41299009	Iatrogenic Cushing's disease (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
12456005	Iatrogenic disease (disorder)	1/1/2008	ACTIVE	ACTIVE (Current)
90054000	Iatrogenic hyperinsulinism (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
408668005	Iatrogenic hypotension (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
88273006	Iatrogenic hypothyroidism (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
86842008	Iatrogenic pituitary disorder (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
61556008	Iatrogenic thyroiditis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
237508001	Iatrogenic thyrotoxicosis (disorder)	12/1/2006	ACTIVE	ACTIVE (Current)
268282005	Ichthyosiform erythroderma (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
3014005	Id reaction (disorder)	9/1/2006	ACTIVE	ACTIVE (Current)
66936004	Identity disorder (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
47330001	Idiopathic acute interstitial nephritis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
241954008	Idiopathic anaphylaxis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
1794009	Idiopathic corneal edema (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
64168005	Idiopathic crescentic glomerulonephritis, type I (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
55652009	Idiopathic crescentic glomerulonephritis, type III (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
81796004	Idiopathic cyst of iris (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
18338004	Idiopathic erosive/hemorrhagic gastritis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
45157009	Idiopathic fibrosing alveolitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
28168000	Idiopathic fibrosing alveolitis, chronic form (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
11480007	Idiopathic granulomatous interstitial nephropathy (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
1717003	Idiopathic guttate hypomelanosis (disorder)	9/1/2006	ACTIVE	ACTIVE (Current)
201159000	Idiopathic hirsutism (disorder)	9/1/2006	ACTIVE	ACTIVE (Current)
237663000	Idiopathic hyperprolactinemia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
360465008	Idiopathic hypertrophic subaortic stenosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
426257002	Idiopathic insomnia (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
424188009	Idiopathic interstitial nephritis (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
91025000	Idiopathic myocarditis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
3345002	Idiopathic osteoporosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
86489003	Idiopathic peripheral autonomic neuropathy (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
22722001	Idiopathic peripheral neuropathy (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
33209009	Idiopathic progressive polyneuropathy (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
40527005	Idiopathic pulmonary hemosiderosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
203639008	Idiopathic scoliosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
30611007	Idiopathic scoliosis AND/OR kyphoscoliosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
230481005	Idiopathic stabbing headache (disorder)	5/6/2006	ACTIVE	ACTIVE (Current)
32273002	Idiopathic thrombocytopenic purpura (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
22451001	Idiopathic torsion dystonia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
425756000	Idiopathic transverse myelitis (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
230540000	Idiopathic trigeminal neuropathy (disorder)	9/1/2006	ACTIVE	ACTIVE (Current)
42265009	Idiopathic urticaria (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
21000000	Idiosyncratic intoxication (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
236407003	IgA nephropathy (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
426508001	Ileal pouchitis (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
234044007	Ileofemoral deep vein thrombosis (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
183214006	Ileostomy bag changed (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
210814008	Iliac blood vessel injury (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
84308008	Iliac crest spur (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
233999007	Iliac dissection (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
209505005	Iliofemoral sprain (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
247392005	Iliohypogastric nerve neuralgia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
400983004	Ilio-inguinal nerve entrapment (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
266463007	Iliopsoas abscess (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
423849004	Iliotibial band friction syndrome (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
74641007	Ill-defined disease (finding)	10/1/2006	ACTIVE	ACTIVE (Current)
62619007	Ill-defined disorder of eye (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
84993001	Ill-defined infectious disease (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
198755009	Illegal abortion complete (disorder)	1/1/2008	ACTIVE	ACTIVE (Current)
38784004	Illegal abortion complicated by damage to pelvic organs AND/OR tissues (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
86891002	Illegal abortion complicated by delayed AND/OR excessive hemorrhage (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
26743002	Illegal abortion complicated by embolism (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
373902000	Illegal abortion complicated by genital-pelvic infection (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
18684002	Illegal abortion complicated by metabolic disorder (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
8996006	Illegal abortion complicated by renal failure (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
61752008	Illegal abortion complicated by shock (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
198743003	Illegal abortion incomplete (disorder)	1/1/2008	ACTIVE	ACTIVE (Current)
74978008	Illegal abortion with complication (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
7802000	Illegal abortion without complication (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
408574004	Imaging result abnormal (finding)	10/1/2007	ACTIVE	ACTIVE (Current)
86204009	Immotile cilia syndrome (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
418925002	Immune hypersensitivity reaction (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
65623009	Immune neutropenia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
2897005	Immune thrombocytopenia (disorder)	9/1/2006	ACTIVE	ACTIVE (Current)
123752003	Immune-complex glomerulonephritis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
304250009	Immunization status (finding)	1/1/2008	ACTIVE	ACTIVE (Current)
234532001	Immunodeficiency disorder (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
123785006	Immunoglobin G subclass deficiency (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
29260007	Immunoglobulin A deficiency (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
293096000	Immunoglobulin products adverse reaction (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
275524009	Immunoproliferative neoplasm (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
38013005	Immunosuppression (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
68605000	Immunosuppression-related infectious disease (disorder)	6/5/2006	ACTIVE	ACTIVE (Current)
18070006	Impacted cerumen (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
62851005	Impaction of intestine (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
386806002	Impaired cognition (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
390951007	Impaired fasting glycaemia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
9414007	Impaired glucose tolerance (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
82971005	Impaired mobility (finding)	11/1/2006	ACTIVE	ACTIVE (Current)
103272004	Impaired pupillary reflex (finding)	12/1/2006	ACTIVE	ACTIVE (Current)
197663003	Impaired renal function disorder (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
271618001	Impaired wound healing (finding)	10/1/2006	ACTIVE	ACTIVE (Current)
68777001	Impairment level of both eyes (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
23672003	Impairment level: better eye: moderate impairment: lesser eye: blind, not further specified (disorder)	1/1/2008	ACTIVE	ACTIVE (Current)
4490000	Impairment level: better eye: moderate impairment: lesser eye: near-total impairment (disorder)	7/3/2006	ACTIVE	ACTIVE (Current)
23320001	Impairment level: better eye: moderate impairment: lesser eye: profound impairment (disorder)	7/3/2006	ACTIVE	ACTIVE (Current)
29887003	Impairment level: better eye: moderate impairment: lesser eye: severe impairment (disorder)	7/3/2006	ACTIVE	ACTIVE (Current)
79004009	Impairment level: better eye: moderate impairment: lesser eye: total impairment (disorder)	7/3/2006	ACTIVE	ACTIVE (Current)
7469001	Impairment level: better eye: near-total impairment: lesser eye: total impairment (disorder)	7/3/2006	ACTIVE	ACTIVE (Current)
7758003	Impairment level: better eye: profound impairment: lesser eye: near-total impairment (disorder)	7/3/2006	ACTIVE	ACTIVE (Current)
13734003	Impairment level: better eye: profound impairment: lesser eye: total impairment (disorder)	7/3/2006	ACTIVE	ACTIVE (Current)
1909000	Impairment level: better eye: severe impairment: lesser eye: near-total impairment (disorder)	7/3/2006	ACTIVE	ACTIVE (Current)
30272003	Impairment level: better eye: severe impairment: lesser eye: profound impairment (disorder)	7/3/2006	ACTIVE	ACTIVE (Current)
58937003	Impairment level: better eye: severe impairment: lesser eye: total impairment (disorder)	7/3/2006	ACTIVE	ACTIVE (Current)
75133003	Impairment level: moderate impairment of both eyes (disorder)	7/3/2006	ACTIVE	ACTIVE (Current)
38465001	Impairment level: near-total impairment of both eyes (disorder)	7/3/2006	ACTIVE	ACTIVE (Current)
35558006	Impairment level: one eye: moderate impairment: other eye: near-normal vision (disorder)	7/3/2006	ACTIVE	ACTIVE (Current)
22385004	Impairment level: one eye: moderate impairment: other eye: not specified (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
14781008	Impairment level: one eye: near-total impairment: other eye: near-normal vision (disorder)	7/3/2006	ACTIVE	ACTIVE (Current)
44381003	Impairment level: one eye: near-total impairment: other eye: not specified (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
82617003	Impairment level: one eye: profound impairment: other eye: near-normal vision (disorder)	7/3/2006	ACTIVE	ACTIVE (Current)
72020003	Impairment level: one eye: severe impairment: other eye: near-normal vision (disorder)	7/3/2006	ACTIVE	ACTIVE (Current)
31264007	Impairment level: one eye: severe impairment: other eye: not specified (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
36676002	Impairment level: profound impairment of both eyes (disorder)	7/3/2006	ACTIVE	ACTIVE (Current)
86643000	Impairment level: severe impairment of both eyes (disorder)	7/3/2006	ACTIVE	ACTIVE (Current)
88768004	Impairment level: total impairment of both eyes (disorder)	7/3/2006	ACTIVE	ACTIVE (Current)
25106000	Impending infarction (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
204731006	Imperforate anus (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
65937002	Imperforate hymen (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
48277006	Impetigo (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
65539006	Impetigo herpetiformis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
239960007	Impingement syndrome of shoulder region (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
83162009	Implantation cyst of anterior chamber (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
234235000	Implanted defibrillator generator infection (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
89001007	Implanted endometriosis (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
397803000	Impotence (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
198036002	Impotence of organic origin (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
66347000	Impulse control disorder (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
194351009	Inactive Ménière's disease (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
11999007	Inactive tuberculosis (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
422923002	Inadequate community resources (finding)	4/1/2007	ACTIVE	ACTIVE (Current)
86095007	Inborn error of metabolism (disorder)	5/6/2006	ACTIVE	ACTIVE (Current)
52421005	Incipient cataract (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
236037000	Incisional hernia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
18378006	Incisional hernia with gangrene (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
72315009	Inclusion body myositis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
266109000	Inclusion conjunctivitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
35319002	Incomitant heterophoria (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
427778008	Incompetence of nasal valve (disorder)	3/1/2008	ACTIVE	ACTIVE (Current)
252025007	Incompetent urethral closure mechanism (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
16863000	Incomplete abortion (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
77221000	Incomplete atrioventricular block with atrioventricular response (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
62815003	Incomplete bilateral cleft lip (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
47686007	Incomplete bilateral cleft palate (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
249288007	Incomplete emptying of bladder (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
307749004	Incomplete inevitable abortion complicated by genital tract and pelvic infection (disorder)	7/3/2006	ACTIVE	ACTIVE (Current)
307748007	Incomplete inevitable abortion without complication (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
267193004	Incomplete legal abortion (disorder)	1/1/2008	ACTIVE	ACTIVE (Current)
198706000	Incomplete legal abortion with delayed or excessive hemorrhage (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
198705001	Incomplete legal abortion with genital tract or pelvic infection (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
8939001	Incomplete spinal cord lesion at C1-C4 level without bone injury (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
83991006	Incomplete spinal cord lesion at C5-C7 level without bone injury (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
11413003	Incomplete spinal cord lesion at T1-T6 level without bone injury (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
63903007	Incomplete spinal cord lesion at T7-T12 level without bone injury (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
413338003	Incomplete spontaneous abortion with complication (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
198645000	Incomplete spontaneous abortion with delayed or excessive hemorrhage (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
198644001	Incomplete spontaneous abortion with genital tract or pelvic infection (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
3267003	Incomplete unilateral cleft lip (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
44442002	Incomplete unilateral cleft palate (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
48340000	Incontinence (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
424833008	Incontinence due to detrusor instability (finding)	10/1/2007	ACTIVE	ACTIVE (Current)
72042002	Incontinence of feces (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
367520004	Incontinentia pigmenti syndrome (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
281016006	Incoordination (finding)	11/1/2006	ACTIVE	ACTIVE (Current)
248301008	Increase in body fat (finding)	10/1/2007	ACTIVE	ACTIVE (Current)
72405004	Increased appetite (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
26165005	Increased bilirubin level (finding)	11/1/2006	ACTIVE	ACTIVE (Current)
418010004	Increased blood lymphocyte number (finding)	10/1/2007	ACTIVE	ACTIVE (Current)
48499001	Increased body mass index (finding)	9/1/2006	ACTIVE	ACTIVE (Current)
162116003	Increased frequency of urination (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
68256003	Increased glucose level (finding)	10/1/2007	ACTIVE	ACTIVE (Current)
129454009	Increased level, laboratory test (finding)	11/1/2006	ACTIVE	ACTIVE (Current)
58436003	Increased libido (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
124042003	Increased lipid (finding)	11/1/2006	ACTIVE	ACTIVE (Current)
56731001	Increased muscle tone (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
131008004	Increased prolactin level (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
131016008	Increased thyroid stimulating hormone level (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
237276000	Indeterminate antepartum hemorrhage (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
14386001	Indeterminate leprosy (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
83858001	Indicanuria (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
67480003	Indication for care AND/OR intervention in labor AND/OR delivery (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
162031009	Indigestion (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
57797005	Induced abortion (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
61831009	Induced psychotic disorder (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
1335005	Induratio penis plastica (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
34319007	Induration of skin (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
127347009	Industrial trauma (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
59363009	Inevitable abortion (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
409035008	Infant behavior alteration (finding)	1/1/2008	ACTIVE	ACTIVE (Current)
161838002	Infant feeding problem (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
414488002	Infantile botulism (disorder)	3/1/2008	ACTIVE	ACTIVE (Current)
230772000	Infantile cerebral palsy (disorder)	9/1/2006	ACTIVE	ACTIVE (Current)
1593000	Infantile hemiplegia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
236028000	Infantile hydrocele (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
408858002	Infantile psychosis (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
200776003	Infantile seborrheic dermatitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
